_id,_name,_description,_salary
18091555,консультант sap fi,"  обязанности:  поддержка работы пользователей в sap fi настройка пользовательских конфигураций по; описание бухгалтерских процессов, подготовка инструкций; контроль работы автоматизированных процедур.  требования:  отличное знание пк опыта чтения кода abap опыт работы с erp-системами обязателен опыт работы и настройки модулей fi /co (sap) будет являться преимуществом желание работать с модулем fi хорошее знание предметной области ( бухгалтерия)    в сопроводительном письме просим ответить на несколько вопросов  знакомы ли вы с поддержкой интеграции с платежными системами? есть ли опыт чтения abap кода? на каком уровне знания бухгалтерского учета? есть ли опыт в написании тз (перечислите название транзакций/процессов для которых писали тз)? если участвовали во внедрении, напишете какой именно бизнес-процесс.  условия:  работа в центральном офисе компании fix price ( 5 минут пешком от м динамо - 1-ый боткинский проезд) пятидневная рабочая неделя, с 09.00 до 18.00 оформление согласно тк рф белая и стабильная заработная плата дружный коллектив выслуга лет дмс ",80000
18310811,руководитель отдела внедрения 1c,"  обязанности:  построение и руководство отделом внедрения составление тех. заданий для внедрения и участие в &quot;технически&quot; сложных продажах (презентации); доработка конфигураций под бизнес-процессы компании; написание технической документации; формирование эффективной системы распределения задач и управления внутренними ресурсами; управление проектами разработки и внедрения программного обеспечения; участие в предпроектных обследованиях (определение объемов работ, сроков, ресурсов); участие в подборе новых сотрудников в отдел, мотивация и адаптация персонала.  требования:  высшее образование (желательно техническое) опыт работы в 1с-франчайзи (желателен) коммуникабельность, стрессоустойчивость, ответственность, умение решать конфликтные ситуации, стремление к повышению квалификации и обучению наличие сертификатов 1с специалистявляется преимуществом нацеленность на результат выраженные лидерские качества инициативность высокий уровень ответственности и самостоятельности  условия:  достойная заработная плата (оклад 70.000 руб + бонус от результатов работы отдела + проценты) оформление по тк рф обучение и повышение квалификации за счет компании профессиональный и карьерный рост график работы 5/2 с 9.30 до 18.30 возможность бесплатно заниматься спортом - спорт зал, тренажерный зал дружный коллектив единомышленников ",70000
15198011,web-программист 1c-битрикс / php-разработчик (bitrix),"компания &quot;первый бит&quot; – международная ит-компания, разработчик и поставщик программных решений для автоматизации учета и управления. мы оказываем услуги по разработке интернет-проектов различной сложности от информационных сайтов, интернет-магазинов, корпоративных порталов до сложнофункциональных b2b-систем. мы комплексно решаем все ит-задачи бизнеса клиента и занимаем лидирующие позиции среди золотых сертифицированных партнеров &quot;1с - битрикс&quot;. обязанности:- разработка и поддержка проектов на платформе 1с-битрикс и 1с-битрикс24 в составе команды;- разработка новых модулей и компонентов;- интеграция проектов с сторонними сервисами.требования:- опыт работы с 1с-битрикс от 2х лет;- знание на хорошем уровне php5.3+, mysql 5.0+, jquery, ajax, soap;- знание bitrix framework, в том числе ядро d7;- практическое понимание ооп и паттернов проектирования;- практические навыки работы с системой контроля версий git (консоль);- наличие успешно реализованных проектов;- понимание процесса создания сайтов;- умение решать поставленные задачи и рационально подходить к процессу разработки.будет плюсом:- наличие сертификата рhp разработчика bitrix framework;- опыт работы с highload проектами;- опыт администрирования unix систем.условия:- оформление по тк- корпоративные мероприятия- бесплатное обучение- бесплатные спортивный и тренажерный залы.",80000
18765234,программист 1с,"программист по поддержке 1c мы предлагаем:  работу в официальной фирме-партнере 1с (1с:франчайзи) с оформление по тк работа в офисе м. свиблово / бабушкинская, ул. искры интересные проекты, сложные задачи карьерный рост обучение на курсах фирмы 1с возможность получать информацию о новых разработках (платформа, конфигурации) из первых рук (партнерские семинары, партнерский форум, доступ к базе тех. поддержки) – возможность постоянно развиваться и совершенствоваться нам нужен коллега:  со знанием предметной области бухгалтерского учета с умением программировать на языке 1с с умением писать запросы с умением делать внешние печатные формы, обработки работающий на результат и качество, а не по принципу «и так сойдет» стремящийся к саморазвитию и совершенствованию навыков готового к сертификации / аттестации 1с:профессионал / 1с:специалист (при их отсутствии) что делать:  дорабатывать типовые прикладные решения по заявкам/тз создавать сложные отчеты на скд настраивать обмены данными между конфигурациями 1с и другими системами ",90000
18730504,главный специалист отдела автоматизированных банковских систем дит,"обязанности:  администрирование абс  настройка модулей абс, поддержка пользователей абс ( первая линия) настройка, загрузка справочников настройка процедур, сценариев. участие в тестировании новых модулей по установка обновлений по   системы отчетности. (ос)  настройка отчетных систем, поддержка пользователей ос ( первая линия) выполнение регламентных процедур ос внесение изменений в отчеты создание новых отчетов участие в тестировании новых модулей ос установка обновлений ос      требования:  абс ва-банк st администрирование ( первая - вторая линия) oracle pl/sql oracle reports, oracle developer 6i    условия:  работа в стабильном банке оформление согласно тк рф дружный коллектив график работы: 5/2 с 8:00 до 17:00/ 9:00 до 18:00/ 10:00 до 19:00 перспективы карьерного роста и развития ",75000
18431992,senior developer/teamlead javascript,"наш клиент - один из популярнейших международных образовательных учреждений ищет к себе в команду ведущего разработчика интерфейсов для запуска «с 0» двух крупных онлайн real-time площадок.   вам предстоит: - исследовать рынок и выбирать технологические решения для проекта - разрабатывать архитектуру - продумывать интерфейс - писать красивый и современный код - декомпозировать задачи; - проводить распределение задач среди разработчиков или внедрение методологии самостоятельного разбора задач; - расчет сроков на подзадачи и на продукт в целом   нам важно, чтобы вы умели и знали: - reactjs, expressjs - npm для сборки - meteorjs/apollo stack, ssr - адаптивная верстка - git   для этого вам предоставят: - достойную компенсацию - сильную и креативную команду - комфортный офис в центре москвы с гибким графиком работы - лояльную и свободную атмосферу для реализации новых идей  ",140000
18831224,разработчик мобильных приложений для android,"«rate&amp;goods» — сервис, позволяющий покупателю сделать грамотный выбор прямо в магазине. наши мобильные приложения и веб-портал — это более пяти миллионов людей по всему миру, активно интересующихся товарами и здоровым образом жизни. выбирайте с умом!   кто нам нужен:  для разработки качественных и инновационных продуктов нам в команду требуется сильный android разработчик готовый решать нестандартные задачи. созданные вами программы будут установлены на устройства тысяч пользователей!    требования к кандидату:  знание java, android api 15+; знание платформы android, ее возможностей и ограничений; знание распределенных систем контроля версий (git); плюсом будет знание android rx, realm, play services; навыки использования инструментов atlassian - jira, confluence.    какие задачи необходимо будет решать:  разработка нового функционала приложения; поддержка текущего функционала; разработка unit-тестов.    что мы предлагаем:  у нас удобный график работы и 40-часовая рабочая неделя; вы будете работать над интересными и востребованными сервисами; мы делаем качественный продукт на всех уровнях компании; минимум формальностей и множество возможностей проявить себя; современный офис в пяти минутах ходьбы от станций метрополитена «новослободская», «менделеевская». ",120000
18831194,web-разработчик,"web-разработчик, с хорошей подготовкой. обязанности:  разработка, программирование, верстка (системы, сайты, веб-сервисы). ведение разработок, проектов.  требования:  возможность читать технический английский. преимущество - высшее техническое образование.  условия:  приглашаем на постоянную работу. вознаграждение по итогам собеседования. ",60000
18449161,разработчик net,"крупная, динамично развивающаяся, телекоммуникационная компания приглашает на работу  разработчика .net . если вы нацелены на профессиональное развитие, карьерный рост и работу в стабильной компании, то мы ждем вас. обязанности:  разработка по для автоматизации работы компании  настройка и доработка ресурсов на платформе sharepoint; решение организационных вопросов по проекту; оптимизация работы ресурса.  требования:  высшее техническое образование; знание и опыт работы с технологиями winform, asp.net от 2-х лет; знание и реальный опыт работы с .net, c#; умение чётко формулировать мысли; навыки работы ms sharepoint.  условия:  работа в крупнейшей телекоммуникационной компании в команде дружных профессионалов; полное соблюдение тк рф; офис находится вблизи ст. м. сокольники; график работы: 5/2, с 9.00 до 18.00, (пятница: короткий день - до 16.45); возможность заниматься спортом (футбол); &quot;белая&quot; заработная плата. ",80000
17336993,ведущий программист 1с,"гк «раздолье» работает на рынке автоматизации, информационных услуг, консалтинга и дистрибуции с 2000 года и входит в топ 5 ведущих партнеров фирмы «1с» в москве, имеющих статус «центр erp»   компания специализируется на внедрении корпоративных систем управления, услугах по комплексной автоматизации предприятий на базе 1с.   обязанности:  работа разработчиком на проектах по внедрению &quot;1с:erp управление предприятием 2&quot;. доработка типовой конфигурации по формализованным тз.  требования:  работа программистом 1с в проектах внедрения 1с:erp, упп, ну, бу, ут, зуп и др. программирование управляемых форм. знание механизмов конвертации данных и организации распределенных баз данных. знание типовой конфигурации «1с:erp управление предприятием 2». приветствуется участие во всех циклах внедрения «1с:erp 2» или «1с: упп 8». приветствуется опыт работы в компании-интеграторе (или франчайзи). сертификаты: наличие сертификатов 1с:специалист по линейке 1с:предприятие 8 приветствуется.  условия:  достойная заработная плата оформление по тк рф, оплата отпусков и больничных работа на интересных проектах профессиональный рост, обучение, сертификация за счет компании. перспектива занять позицию &quot;руководитель группы разработки (тимлид)&quot; помощь иногородним при переезде, предоставление жилья на льготных условиях командировки по россии и за рубежом – иногда режим работы с 09:30 до 18:30 пн-пт (либо по согласованию) офис - 5 минут пешком от метро «алексеевская». ",155000
18831161,разработчик мобильных приложений для ios,"«rate&amp;goods» — сервис, позволяющий покупателю сделать грамотный выбор прямо в магазине. наши мобильные приложения и веб-портал — это более пяти миллионов людей по всему миру, активно интересующихся товарами и здоровым образом жизни. выбирайте с умом! кто нам нужен: для разработки качественных и инновационных продуктов нам в команду требуется сильный ios разработчик, не боящийся трудностей, и готовый решать нестандартные задачи. созданные вами программы будут установлены на устройства миллионов пользователей! требования к кандидату:  знание objective-c, swift, ios sdk; знание платформы ios, ее возможностей и ограничений; знание распределенных систем контроля версий (git); навыки использования инструментов atlassian - jira, confluence.  какие задачи необходимо будет решать:  разработка нового функционала приложения; поддержка текущего функционала; разработка unit-тестов.  что мы предлагаем:  у нас удобный график работы и 40-часовая рабочая неделя; вы будете работать над интересными и востребованными сервисами; мы делаем качественный продукт на всех уровнях компании; минимум формальностей и множество возможностей проявить себя; современный офис в пяти минутах ходьбы от станций метрополитена «новослободская», «менделеевская». ",120000
18059140,консультант 1с,"гк «раздолье» работает на рынке автоматизации, информационных услуг, консалтинга и дистрибуции с 2000 года и входит в топ 5 ведущих партнеров фирмы «1с» в москве, имеющих статус «центр erp». компания специализируется на внедрении корпоративных систем управления, услугах по комплексной автоматизации предприятий, электронной отчетности, продажах и сопровождениях программы 1с.   обязанности:  консультирование пользователей по телефону, e-mail, skype (вопросы по ведению учета в программе, методические консультации по учету, поиск ошибок в базе и др.). постановка задач программистам на реализацию доработок конфигурации, проверка результата, сдача заказчику. тестирование конфигурации после обновления, сдача заказчику.  требования:  опыт работы от 2х лет в качестве, консультанта с 1с:erp 2, 1с: упп, бухгалтерия предприятия, консолидация, управление торговлей, зарплата и управление персоналом. знание основ предметной области (производственный учет, торгово-складской учет, расчет зарплаты и кадровый учет). знание бухгалтерского и налогового учета сертификаты: наличие сертификатов 1с:специалист по линейке 1с:предприятие 8 приветствуется. навыки программирования на встроенном языке 1с:предприятие 8 приветствуются.  условия:  оформление по тк рф, оплата отпусков и больничных. профессиональный рост, обучение, сертификация за счет компании. командировки по россии и за рубежом – очень редко режим работы с 09:30 до 18:30 пн-пт (либо по согласованию). офис - 5 минут пешком от метро «алексеевская». ",115000
18582251,программист 1c,"программист со знанием asterisk key и программированием 1с компания такси gett приглашает программиста 1с:     обязанности:  установка и настройка :  виртуальные машины (администрировать сервера) виртуальные атс на asterisk базы данных ms sql работа с 1с предприятие (полное сопровождение, программирование, разработка 1с)      требования:  администрирование  базы данных ms sql знание программирования 1с виртуальные атс на asterisk      условия:  пятидневная рабочая неделя оформление по тк рф заработная плата от 100 000 руб. комфортабельный офис у м. жулебино   ",100000
18186445,консультант-аналитик 1с erp,"гк «раздолье» работает на рынке автоматизации, информационных услуг, консалтинга и дистрибуции с 2000 года и входит в топ 5 ведущих партнеров фирмы «1с» в москве, имеющих статус «центр erp» компания специализируется на внедрении корпоративных систем управления, услугах по комплексной автоматизации предприятий, электронной отчетности, продажах и сопровождениях программы 1с.   мы ищем консультанта-аналитика для работы в проектах внедрения &quot;1с:erp управление предприятием 2&quot;.   обязанности:  проведение обследования; проектирование системы, разработка функциональной модели; написание тз; постановка и приемка задач программистам; подготовка документов по проектам; обучение пользователей; консультирование пользователей на этапе внедрения системы.    требования:  опыт работы от 2х лет в качестве, консультанта по внедрению 1с:erp 2, 1с: упп, бухгалтерия предприятия, консолидация, управление торговлей, зарплата и управление персоналом. опыт работы на всех этапах внедрения проекта. опыт написания технической документации. знание основ предметной области (производственный учет, торгово-складской учет, расчет зарплаты и кадровый учет). знание бухгалтерского и налогового учета . знание проектных технологий. сертификаты: наличие сертификатов 1с:специалист по линейке 1с:предприятие 8 приветствуется. навыки программирования на встроенном языке 1с:предприятие 8 приветствуются.    условия:  одновременное участие не более 2х проектов, сроки проектов более полугода. оформление по тк рф, оплата отпусков и больничных. профессиональный рост, обучение, сертификация за счет компании.перспектива роста до архитектора и руководителя проектов. помощь иногородним при переезде, предоставление жилья на льготных условиях. командировки по россии и за рубежом – иногда. режим работы с 09:30 до 18:30 пн-пт (либо по согласованию). офис - 5 минут пешком от метро «алексеевская» ",150000
18830753,программист 1с,"обязанности:  сопровождение информационной системы 1с 8.2 - 8.3 (конфигурация упп, бухгалтерия, зуп); работа по техническому заданию и самостоятельное составление тз; участие в проектах по взаимодействию комплекса 1с со сторонними программными продуктами (скуд, foxpro, http); разработка и проектирование универсального решения для региональных отделений компании на базе 1с бухгалтерия и зуп; поддержка и консультирование пользователей.  требования:  опыт работы с конфигурациями 1с бухгалтерия, 1с зуп; знание архитектуры клиент-сервер; знание языка sql; понимание финансового и бухгалтерского учета.  условия:  официальное трудоустройство по тк рф; уровень заработной платы по результатам собеседования, обсуждается индивидуально; оплата больничных листов; оплачиваемый отпуск 28 календарных дней; график работы - пятидневка, с 9-00 до 18-00; место работы — м.тушинская; испытательный срок — 2 месяца.  фриланс или удаленный формат работы не рассматривается!",100000
18712398,ведущий специалист по тестированию,"обязанности:  автоматизация процессов создание и поддержка тестовой документации (тест-планы, тест-кейсы, чек-листы). моделирование проблемных сценариев подготовка проектной документации отдела качества анализ и оптимизация процессов тестирования построение и настройка окружения проведение функционального тестирование проведение регрессионного тестирования. проведение интеграционного тестирования. проведение автоматизированного тестирования постановка задач на автоматизацию. поиск и локализация сложных дефектов в по. воспроизведение и диагностика ошибок. регистрация дефектов в трекинговой системе. управление конфигурациями и релизами. контроль качества выпускаемого релиза. разработка релизных политик выпуска по. составление отчетов о тестировании. тестирование пользовательской документации. тесное взаимодействие с группами аналитики и разработки. определение качества и сроков тестирования, планирование процесса тестирования. запуск, анализ результатов и поддержка в актуальном состоянии автотестов. подготовка тестового окружения.  требования:  высшее образование в ведущих вузах страны опыт работы тестировщиком от 3-х – 5-ти лет знание английского языка на уровне чтения и понимания речи опыт работы с программными продуктами  oracle database, virtualbox, jira, confluence, git, toad, wireshark и др. технологии (крайне желательно): java, java script, xml, xslt, html. готовность к командировкам в разные страны (неоднократно в течении года до 3-х недель)    условия:  график 5/2 с 11-00 до 20-00 оплата обедов в столовой бизнес-центра; оплата питания в офисе (чай, кофе, бутерброды); место работы м. динамо парковка личного автомобиля (при наличии свободного места).   ",150000
18830450,менеджер проектов (web-сервис),"в стартап по доставке еды ищем опытного, самостоятельного проджекта, готового развиваться в продуктовом направлении.   что за продукт? быстрая доставка еды из ресторанов. премиум сегмент (кофемания, новиков, раппопорт и пр.) наши ключевые отличия от других похожих сервисов:  своя логистика (курьеры, доставка) свой колл-центр работаем только с премиум сегментом (в перспективе - миддл сегмент) доставляем локально, доставка в течение 14 минут с момента готовности заказа.  наш текущий охват: до 3го кольца + некоторые районы москвы. планы на 17 год - миллионники. кол-во ресторанов на сегодняшний день 300+. кол-во курьеров в смене одновременно - 100 к концу года.   что за команда? сильная команда, вышедшая из крупного игрока на рынке. всего 30+ человек. тех.отдел - около 15 человек (php, js, ios, android, qa, admin). часть технической команды работает удаленно.   как все устроено? наш продукт можно разделить на клиентскую сторону и бэкенд.  клиентская сторона - это web, ios и android приложение для клиентов бэкенд продукта - это php, rest api сервисы, логистическая crm, мобильное приложение для курьеров (android), приложение для ресторанов, интеграция с ресторанами.  у нас уже есть отличный проджект-менеджер, который полностью ведет оба этих направления. но мы растем и сейчас ищем человека, который возьмет на себя все, что касается бэкенда. ниже мы напишем детальнее, что нужно делать.   кого ищем?  у вас уже должен быть опыт работы проджект менеджером (от 2х лет). в первую очередь нам будет интересно поговорить про ваш опыт с интеграционными проектами. вы должны быть готовы работать с бекендом (то есть с той ключевой частью бизнеса, которую не видят пользователи). нам важен ваш технический бэкграунд. опыт программирования не обязателен, но понимать, как все устроено - важно. мы поговорим про то, что такое api и как оно устроено. и можем обсудить, умеете ли вы самостоятельно валидировать баг-репорты и адресно перенаправлять их при необходимости. у нас распределенная команда и хорошо бы, что бы у вас уже был опыт работы с удаленной командой. мы будем ждать от вас самостоятельности и проактивности. а еще структурности и умения отличать типичные кейсы от уникальных. и делать из типичных кейсов - шаблоны.    что нужно делать?  вы будете собирать требования от бизнеса (несколько заказчиков). генерировать идеи. формулировать требования для разработчиков. контролировать и пушить.    кто будет вашими заказчиками?  владельцы бизнеса. задачи по глобальным направлениям. приоритеты. сейлзы. интеграция с ресторанами. приложение для ресторанов на android. логисты. внутренняя админка и курьерское приложение. колл-центр. в основном источник баг репортов. маркетинг и аналитика. по этому направлению задач не много и все они направлены на автоматизацию отчетов бизнес-аналитики.    как проходят собеседования? для начала мы познакомимся с вами по скайпу, после чего, если нащупаем взаимный интерес, пригласим в офис и финально обсудим все детали.   какие условия?  оформление по тк рф офис в районе м.тульская, open space, окна в пол, много пространства. заработная плата. мы рассчитываем найти человека на вилку 120 - 150к. если ваши зарплатные ожидания отличаются, мы все равно готовы познакомиться, так как всегда есть шанс договориться, если мы понравимся друг другу. ",135000
18830376,java team lead | architect,"требования  опыт разработки приложений с использованием java не менее 5 лет; знание архитектуры ис целиком; опыт участия в коллективной разработке; требуется опыт разработок под ос *nix (linux, solaris); уверенные знания и опыт применения ооп, знание паттернов проектирования и умение применять их на практике; английский язык ; высшее техническое образование.  требования к техническим компетенциям:  java (clojure), java se, java ee; знание sql; знание и умение работать с git, maven; ос linux/solaris.    обязанности  проведение анализа требований заказчика, разработка архитектуры ис и реализация отдельных компонент системы, функциональных модулей; контроль разработки спецификаций для разработчиков на реализацию отдельных компонент системы; профилирование кода; отладка кода, разработанного самим ведущим разработчиком и другими разработчиками; участие в дизайн-ревью и код-ревью в качестве рецензента; рефакторинг кода; проведение unit-тестирования разработанного функционала; устранение дефектов вверенной части системы согласно уровням их критичности.  условия  уровень оплаты обсуждается на собеседовании; оформление по трудовому кодексу рф; гибкий график работа в команде профессионалов, с возможностью карьерного и профессионального роста; условия для развития профессиональных навыков, компания оплачивает обучение и сертификацию; оформляется дмс для сотрудников; работа в комфортабельном офисе, с хорошим техническим оснащением; на территории компании есть столовые, буфеты, кафетерии; возможность изучать английский язык в офисе, скидки на посещение фитнес-клуба; ежегодные корпоративные мероприятия. ",210000
18692505,ведущий программист share point,"  ооо &quot;велесстрой&quot; приглашает в свою команду ведущего программиста sharepoint, которому доверим следующие задачи:  разработка и поддержка решений на платформе ms sharepoint 2013; написание сценариев развертывания и обновления решений разработка документации: технического задания, протоколов тестирования, внутренний технический документооборот внутренние коммуникации с разработчиками других платформ интеграция с другими системами; составление технических заданий, аудит заданий подрядчиков; проведение code-review декомпозиция задач, постановка задач разработчикам общение с бизнес-заказчиком (сбор и анализ требований) проработка архитектуры решений    наш портрет идеального кандидата:  высшее технического образование отличное знание ооп, уменение применять данные принципы на практике опыт разработки высоконагруженных решений на базе ms sharepoint 2013 от 3 лет (custom fields, timer jobs, event receivers, sharepoint workflow 2013, custom workflow activities, list definitions, content types) глубокие знания объектной модели sharepoint (csom, jsom, rest api) отличное знание asp.net framework знания ms sql 2012 (разработка хранимых процедур, триггеров, views); отличное знание языков c#, javascript, xslt, xml, caml опыт работы с js фреймворками и плагинами (jquery, jsgrid, jqgrid знание powershell (скрипты развёртывания, crud операции со списками, работа со службами sharepoint) английский язык - технический    мы предлагаем:  офис в шаговой доступности от м. маяковская; оформление согласно тк рф; официальную заработную плату (net) 115 000 на испытательный срок,130 000 - после; корпоративную мобильную связь ",122500
